2025-09-25 11:57:15 | INFO | KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-09-25 12:20:57 | INFO | BUZZ_TOPIC: buzzline
2025-09-25 12:20:57 | INFO | KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-09-25 12:20:57 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/buzzline-05-anjana/data
2025-09-25 12:20:57 | INFO | LIVE_DATA_PATH: C:/Users/USER/Documents/buzzline-05-anjana/data/project_live.json
2025-09-25 12:20:57 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/buzzline-05-anjana/data
2025-09-25 12:20:57 | INFO | SQLITE_PATH: C:/Users/USER/Documents/buzzline-05-anjana/data/buzz.sqlite
2025-09-25 12:20:57 | INFO | Deleted existing live data file.
2025-09-25 12:20:57 | INFO | Kafka broker address: localhost:9092
2025-09-25 12:20:57 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': '8g7_8xraQ_OwBKie1pujOg', 'controller_id': 1}
2025-09-25 12:20:59 | WARNING | WARNING: Kafka setup failed: NoBrokersAvailable
2025-09-25 12:20:59 | INFO | {'message': 'I just shared a trick! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-25 12:20:59', 'category': 'other', 'sentiment': 0.08, 'keyword_mentioned': 'other', 'message_length': 39}
2025-09-25 12:21:04 | INFO | {'message': 'I just loved Python! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-25 12:21:04', 'category': 'tech', 'sentiment': 0.89, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-09-25 12:21:09 | INFO | {'message': 'I just loved a story! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-25 12:21:09', 'category': 'other', 'sentiment': 0.23, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-25 12:21:14 | INFO | {'message': 'I just shared Python! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-25 12:21:14', 'category': 'tech', 'sentiment': 0.36, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-25 12:21:20 | INFO | {'message': 'I just shared a meme! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-25 12:21:20', 'category': 'humor', 'sentiment': 0.02, 'keyword_mentioned': 'meme', 'message_length': 36}
2025-09-25 12:21:25 | INFO | {'message': 'I just shared a story! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-25 12:21:25', 'category': 'other', 'sentiment': 0.24, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-25 12:21:30 | INFO | {'message': 'I just saw JavaScript! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-25 12:21:30', 'category': 'tech', 'sentiment': 0.49, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-09-25 12:21:35 | INFO | {'message': 'I just loved travel! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-25 12:21:35', 'category': 'travel', 'sentiment': 0.1, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-25 12:21:36 | WARNING | Producer interrupted by user.
2025-09-25 12:21:36 | INFO | Producer shutting down.
2025-09-25 12:21:52 | INFO | Logging to file: logs/project_log.log
2025-09-25 12:21:52 | INFO | Log sanitization enabled, personal info removed
2025-09-25 12:21:53 | INFO | Starting Producer to run continuously.
2025-09-25 12:21:53 | INFO | Use Ctrl+C to stop.
2025-09-25 12:21:53 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-09-25 12:21:53 | INFO | BUZZ_TOPIC: buzzline
2025-09-25 12:21:53 | INFO | KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-09-25 12:21:53 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/buzzline-05-anjana/data
2025-09-25 12:21:53 | INFO | LIVE_DATA_PATH: C:/Users/USER/Documents/buzzline-05-anjana/data/project_live.json
2025-09-25 12:21:53 | INFO | BASE_DATA_DIR: C:/Users/USER/Documents/buzzline-05-anjana/data
2025-09-25 12:21:53 | INFO | SQLITE_PATH: C:/Users/USER/Documents/buzzline-05-anjana/data/buzz.sqlite
2025-09-25 12:21:53 | INFO | Deleted existing live data file.
2025-09-25 12:21:53 | INFO | Kafka broker address: localhost:9092
2025-09-25 12:21:53 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': '8g7_8xraQ_OwBKie1pujOg', 'controller_id': 1}
2025-09-25 12:21:55 | WARNING | WARNING: Kafka setup failed: NoBrokersAvailable
2025-09-25 12:21:55 | INFO | {'message': 'I just saw recipe! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-25 12:21:55', 'category': 'food', 'sentiment': 0.29, 'keyword_mentioned': 'recipe', 'message_length': 32}
2025-09-25 12:22:00 | INFO | {'message': 'I just saw travel! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-25 12:22:00', 'category': 'travel', 'sentiment': 0.48, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-25 12:22:05 | INFO | {'message': 'I just loved travel! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-25 12:22:05', 'category': 'travel', 'sentiment': 0.11, 'keyword_mentioned': 'travel', 'message_length': 36}
2025-09-25 12:22:10 | INFO | {'message': 'I just loved travel! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-25 12:22:10', 'category': 'travel', 'sentiment': 0.74, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-25 12:22:15 | INFO | {'message': 'I just tried recipe! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-25 12:22:15', 'category': 'food', 'sentiment': 0.59, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-25 12:22:20 | INFO | {'message': 'I just tried an app! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-25 12:22:20', 'category': 'other', 'sentiment': 0.79, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-25 12:22:25 | INFO | {'message': 'I just found a story! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-25 12:22:25', 'category': 'other', 'sentiment': 0.69, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-25 12:22:30 | INFO | {'message': 'I just shared recipe! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-25 12:22:30', 'category': 'food', 'sentiment': 0.1, 'keyword_mentioned': 'recipe', 'message_length': 38}
2025-09-25 12:22:35 | INFO | {'message': 'I just found a story! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-25 12:22:35', 'category': 'other', 'sentiment': 0.93, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-25 12:22:40 | INFO | {'message': 'I just shared Python! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-25 12:22:40', 'category': 'tech', 'sentiment': 0.7, 'keyword_mentioned': 'Python', 'message_length': 37}
2025-09-25 12:22:45 | INFO | {'message': 'I just saw an app! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-25 12:22:45', 'category': 'other', 'sentiment': 0.9, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-25 12:22:50 | INFO | {'message': 'I just tried game! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-25 12:22:50', 'category': 'gaming', 'sentiment': 0.61, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-25 12:22:55 | INFO | {'message': 'I just loved JavaScript! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-25 12:22:55', 'category': 'tech', 'sentiment': 0.39, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-09-25 12:23:00 | INFO | {'message': 'I just shared an app! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-25 12:23:00', 'category': 'other', 'sentiment': 0.29, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-25 12:23:05 | WARNING | Producer interrupted by user.
2025-09-25 12:23:05 | INFO | Producer shutting down.
